sentence,label
it s not particularly well made  but since i found myself howling more than cringing  i d say the film works  ,1
the hugescreen format to make an oldfashioned nature film that educates viewers with words and pictures while entertaining them ,1
hugh grant  who has a good line in charm  has never been more charming than in about a boy  ,1
in this poor remake of such a well loved classic  parker exposes the limitations of his skill and the basic flaws in his vision   ,0
assume that the jury who bestowed star hoffman s brother gordy with the waldo salt screenwriting award at 2002 s sundance festival were honoring an attempt to do something different over actually pulling it off ,0
seems to take an unseemly pleasure in  the characters   misery and at the same time to congratulate himself for having the guts to confront it ,0
the tasteful little revision works wonders  enhancing the cultural and economic subtext  bringing richer meaning to the story s morals  ,1
find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most ,1
ultimately this is a frustrating patchwork : an uneasy marriage of louis begley s source novel  about schmidt  and an old payne screenplay  ,0
an amusing and unexpectedly insightful examination of sexual jealousy  resentment and the fine line between passion and pretence  ,1
a word of advice to the makers of the singles ward : celebrity cameos do not automatically equal laughs  ,0
do nt think most of the people who loved the 1989 paradiso will prefer this new version  ,0
the ambiguous welcome extended by iran to the afghani refugees who streamed across its borders  desperate for work and food ,1
is really closer to porn than a serious critique of what s wrong with this increasingly pervasive aspect of gay culture  ,0
celebrates the group s playful spark of nonconformity  glancing vividly back at what hibiscus grandly called his  angels of light ,1
it would be churlish to begrudge anyone for receiving whatever consolation that can be found in dragonfly  yet it is impossible to find the film anything but appalling  shamelessly manipulative and contrived  and totally lacking in conviction ,0
the rich performances by friel  and especially williams  an american actress who becomes fully english  round out the square edges  ,1
their parents would do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes  ,0
at times a bit melodramatic and even a little dated  depending upon where you live   ignorant fairies is still quite goodnatured and not a bad way to spend an hour or two  ,1
has a tremendous  offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him  especially the coen brothers and steven soderbergh ,1
some serious reworking to show more of the dilemma  rather than have his characters stage shouting ,0
 taymor  utilizes the idea of making kahlo s art a living  breathing part of the movie  often catapulting the artist into her own work  ,1
the new insomnia is a surprisingly faithful remake of its chilly predecessor  and when it does elect to head off in its own direction  it employs changes that fit it well rather than ones that were imposed for the sake of commercial sensibilities ,1
shining with all the usual spielberg flair  expertly utilizing the talents of his topnotch creative team ,1
a few nonbelievers may rethink their attitudes when they see the joy the characters take in this creed  ,1
seem all that profound  at least by way of what can be gleaned from this threehour endurance test built around an hour s worth of actual material ,0
elevates the material above pat inspirational status and gives it a sturdiness and solidity that we ve long associated with washington the actor ,1
injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater  ,1
we hate  madonna  within the film s first five minutes  and she lacks the skill or presence to regain any ground ,0
sitting in a downtown caf  overhearing a bunch of typical latetwentysomethings natter on about nothing  and desperately wishing you could change tables ,0
has the twinkling eyes  repressed smile and determined face needed to carry out a dickensian hero  ,1
takes on nickleby with all the halfhearted zeal of an 8th grade boy delving into required reading ,0
it aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good one  ,0
i ca nt begin to tell you how tedious  how resolutely unamusing  how thoroughly unrewarding all of this is  and what a reckless squandering of four fine acting talents  ,0
which  while it may not rival the filmmaker s period pieces  is still very much worth seeing ,1
a fan film that for the uninitiated plays better on video with the sound turned down  ,0
which means that birthday girl is the kind of quirkily appealing minor movie she might not make for a while ,1
ve had more interesting  and  dare i say  thematically complex  bowel movements than this longontheshelf  pointandshoot exercise in gimmicky crime drama  ,0
 this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot  ,0
a fanciful drama about napoleon s last years and his surprising discovery of love and humility  ,1
it s hard to imagine anybody ever being  in the mood  to view a movie as harrowing and painful as the grey zone  but ,0
 american chai is enough to make you put away the guitar  sell the amp  and apply to medical school  ,0
in addition to scoring high for originality of plot  putting together familiar themes of family  forgiveness and love in a new way  lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded  ,1
captures  in luminous interviews and amazingly evocative film from three decades ago  the essence of the dogtown experience ,1
on the evidence before us  the answer is clear : not easily and  in the end  not well enough  ,0
the lively appeal of the last kiss lies in the ease with which it integrates thoughtfulness and pastafagioli comedy  ,1
it s sweet and fluffy at the time  but it may leave you feeling a little sticky and unsatisfied  ,0
is an actress works as well as it does because  the leads  are such a companionable couple ,1
is good all round  but what really sets the film apart is debrauwer s refusal to push the easy emotional buttons  ,1
haneke s script  from elfriede jelinek s novel  is contrived  unmotivated  and psychologically unpersuasive  with an inconclusive ending  ,0
some of the characters die and others do nt  and the film pretends that those living have learned some sort of lesson  and  really  nobody in the viewing audience cares ,0
a movie does not proclaim the truth about two lovestruck somebodies  but permits them time and space to convince us of that all on their own  ,1
not falling into the hollywood trap and making a vanity project with nothing new to offer ,1
solondz is without doubt an artist of uncompromising vision  but that vision is beginning to feel  if not morally bankrupt  at least terribly monotonous  ,0
 the film is doing something of a public service  shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans  ,1
might try paying less attention to the miniseries and more attention to the film it is about  ,0
have made a remarkable film that explores the monster s psychology not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted  ,1
strolls through this mess with a smug grin  inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder  ,0
the film feels homogenized and a bit contrived  as if we re looking back at a tattered and ugly past with rosetinted glasses  ,0
its cast full of caffeinated comedy performances more than make up for its logical loopholes  which fly by so fast there s no time to think about them anyway  ,1
watching queen of the damned is like reading a research paper  with special effects tossed in  ,0
the film s highlight is definitely its screenplay  both for the rhapsodic dialogue that jumps off the page  and for the memorable character creations  ,1
could nt have done any better in bringing the story of spiderman to the big screen  ,1
one of recent memory s most thoughtful films about art  ethics  and the cost of moral compromise  ,1
imagine that a more confused  less interesting and more sloppily made film could possibly come down the road in 2002 ,0
for those of an indulgent  slightly sunbaked and summery mind  sex and lucia may well prove diverting enough  ,1
because panic room is interested in nothing more than sucking you in  and making you sweat ,1
s the gift of the magi relocated to the scuzzy underbelly of nyc s drug scene ,0
by a central plot that s peppered with false starts and populated by characters who are nearly impossible to care about ,0
the film itself  as well its delightful cast  is so breezy  pretty and gifted  it really won my heart ,1
so marvelously compelling is present brown as a catalyst for the struggle of black manhood in restrictive and chaotic america  sketchy but nevertheless gripping portrait of jim brown  a celebrated wonder in the spotlight ,1
there s some good material in their story about a retail clerk wanting more out of life  ,1
blade ii mutates into a grossout monster movie with effects that are more silly than scary  ,0
return to never land may be another shameless attempt by disney to rake in dough from baby boomer families ,0
shows why  after only three films  director/cowriter jacques audiard  though little known in this country  belongs in the very top rank of french filmmakers  ,1
satisfying during a summer of event movies than a spy thriller like the bourne identity that s packed with just as much intelligence as action ,1
has nt developed characters so much as caricatures  onedimensional buffoons that get him a few laughs but nothing else  ,0
the thing about guys like evans is this : you re never quite sure where selfpromotion ends and the truth begins ,0
by movies  end you ll swear you are wet in some places and feel sand creeping in others ,1
is remarkably fuddled about motives and context  which drains it of the dramatic substance that would shake us in our boots  or cinema seats  ,0
sensitive ensemble performances and good period reconstruction add up to a moving tragedy with some buoyant human moments  ,1
its throughline of family and community is heartening in the same way that each season marks a new start  ,1
 haynes  like sirk  but differently  has transformed the rhetoric of hollywood melodrama into something provocative  rich  and strange  ,1
its conclusion  when we hear the ultimate fate of these girls and realize  much to our dismay  that this really did happen ,1
i like all four of the lead actors a lot and they manage to squeeze a few laughs out of the material  ,1
max pokes  provokes  takes expressionistic license and hits a nerve  as far as art is concerned  it s mission accomplished  ,1
the script falls back on too many triedandtrue shenanigans that hardly distinguish it from the next teen comedy  ,0
the film succeeds with its dark  delicate treatment of these characters and its unerring respect for them  ,1
the four feathers has rewards  from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes  ,1
unfortunately  carvey s rubberface routine is no match for the insipid script he has crafted with harris goldberg  ,0
who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix ,0
his art  which is more than he has ever revealed before about the source of his spiritual survival ,1
chaplin and kidman  who are capable of anteing up some movie star charisma when they need it to sell us on this twisted love story  but who can also negotiate the movie s darker turns ,1
the story is lacking any real emotional impact  and the plot is both contrived and cliched ,0
as david letterman and the onion have proven  the worst of tragedies can be fertile sources of humor  ,1
less like a cousin to blade runner than like a bottomfeeder sequel in the escape from new york series  ,0
 this is sure to raise audience s spirits and leave them singing long after the credits roll  ,1
if a horror movie s primary goal is to frighten and disturb  then they works spectacularly well  a shiverinducing  nerverattling ride  ,1
evelyn may be based on a true and historically significant story  but the filmmakers have made every effort to disguise it as an unimaginative screenwriter s invention  ,0
have been allowed to use the word  new  in its title  because there s not an original character  siuation or joke in the entire movie ,0
by people to whom the idea of narrative logic or cohesion is an entirely foreign concept ,0
fails in making this character understandable  in getting under her skin  in exploring motivation  well before the end ,0
it s excessively quirky and a little underconfident in its delivery  but otherwise this is the best  old neighborhood  project since christopher walken kinda romanced cyndi lauper in the opportunists ,1
in xxx  diesel is that rare creature  an action hero with table manners  and one who proves that elegance is more than tattoo deep  ,1
of two actors who do everything humanly possible to create characters who are sweet and believable  and are defeated by a screenplay that forces them into bizarre  implausible behavior ,0
 despite lagging near the finish line  the movie runs a good race  one that will have you at the edge of your seat for long stretches   ,1
this mildmannered farce  directed by one of its writers  john c walsh  is corny in a way that bespeaks an expiration date passed a long time ago  ,0
the superior plotline is nt quite enough to drag along the dead  water  weight of the other  ,0
you d do well to check this one out because it s straight up twin peaks action  ,1
aided by a cast that seems to include every topnotch british actor who did not appear in gosford park  as well as one  ms mirren  who did  ,1
this is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker  but ayres makes the right choices at every turn ,1
green dragon is still a deeply moving effort to put a human face on the travail of thousands of vietnamese  ,1
if the essence of magic is its makebelieve promise of life that soars above the material realm ,1
 h  ad i suffered and bled on the hard ground of ia drang  i d want something a bit more complex than we were soldiers to be remembered by  ,0
more to be prescribed than recommended  as visually bland as a dentist s waiting room  complete with soothing muzak and a cushion of predictable narrative rhythms ,0
s difficult to feel anything much while watching this movie  beyond mild disturbance or detached pleasure at the acting  ,0
elling  manages to do all three quite well  making it one of the year s most enjoyable releases ,1
murphy and wilson actually make a pretty good team  but the project surrounding them is distressingly rote  ,0
the movie spends more time with schneider than with newcomer mcadams  even though her performance is more interesting  and funnier  than his  ,0
if you  like me  think an action film disguised as a war tribute is disgusting to begin with ,0
in practice it s something else altogether  clownish and offensive and nothing at all like real life ,0
could as easily have been called  under siege 3 : in alcatraz   a cinematic corpse that never springs to life ,0
until it goes off the rails in its final 10 or 15 minutes  wendigo  larry fessenden s spooky new thriller  is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films  ,1
how good it all was  and started doing nothing but reacting to it  feeling a part of its grand locations  thinking urgently as the protagonists struggled  feeling at the mercy of its inventiveness  gasping at its visual delights ,1
to indulge the fanciful daydreams of janice beard  eileen walsh  when her reallife persona is so charmless and vacant ,0
neither reaches into the deepest recesses of the character to unearth the quaking essence of passion  grief and fear ,0
its audacious ambitions sabotaged by pomposity  steven soderbergh s space opera emerges as a numbingly dull experience  ,0
ve got to love a disney pic with as little cleavage as this one has  and a heroine as feisty and principled as jane ,1
strong filmmaking requires a clear sense of purpose  and in that ohsoimportant category  the four feathers comes up short ,0
 silver s parrot has been replaced with morph  a cute alien creature who mimics everyone and everything around  ,1
s a shame the marvelous first 101 minutes have to be combined with the misconceived final 5  ,0
uses the hugescreen format to make an oldfashioned nature film that educates viewers with words and pictures while entertaining them ,1
due to stodgy  soap operaish dialogue  the rest of the cast comes across as stick figures reading lines from a teleprompter  ,0
samira makhmalbaf as a very distinctive sensibility  working to develop her own film language with conspicuous success ,1
the filmmakers needed more emphasis on the storytelling and less on the glamorous machine that thrusts the audience into a future they wo nt much care about  ,0
fairly solid  not to mention well edited so that it certainly does nt feel like a film that strays past the two and a half mark ,1
for a depressing story that throws a bunch of hotbutton items in the viewer s face and asks to be seen as hip  winking social commentary ,0
for a film that s being advertised as a comedy  sweet home alabama is nt as funny as you d hoped  ,0
 offers chills much like those that you get when sitting around a campfire around midnight  telling creepy stories to give each other the willies  ,1
a firstclass road movie that proves you can run away from home  but your ego and all your problems go with you  ,1
the concert footage is stirring  the recording sessions are intriguing  and  on the way to striking a blow for artistic integrity  this quality band may pick up new admirers  ,1
got some good  organic character work  lots of obvious political insights and little room for engaging  imaginative filmmaking in its nearly 2 1/2  hour  dissipated length  ,1
is a sweet  honest  and enjoyable comedydrama about a young woman who wants many things in life  but fears she ll become her mother before she gets to fulfill her dreams ,1
every individual will see the movie through the prism of his or her own beliefs and prejudices  ,1
chimes in on the grieving process and strangely draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss  ,1
set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it did nt try to ,1
subplots involving the various silbersteins that it feels more like the pilot episode of a tv series than a feature film ,0
 he took three minutes of dialogue  30 seconds of plot and turned them into a 90minute movie that feels five hours long  ,0
the only possible complaint you could have about spirited away is that there is no rest period  no timeout ,1
a film that plays things so nice n safe as to often play like a milquetoast movie of the week blown up for the big screen  ,0
in the feet with cop flick cliches like an oily arms dealer  squad car pileups and the requisite screaming captain ,0
to heroes the way julia roberts hands out awards  with phony humility barely camouflaging grotesque narcissism ,0
still consoled by his art  which is more than he has ever revealed before about the source of his spiritual survival ,1
little crossover appeal to those without much interest in the elizabethans  as well as rank frustration from those in the know about rubbo s dumbeddown tactics  ,0
you can sip your vintage wines and watch your merchant ivory productions ; i ll settle for a nice cool glass of iced tea and a jerry bruckheimer flick any day of the week  ,1
a frightful vanity film that  no doubt  pays off what debt miramax felt they owed to benigni ,1
is not the first time that director sara sugarman stoops to having characters drop their pants for laughs and not the last time ,0
 eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider  ,0
he s made a film that s barely shocking  barely interesting and most of all  barely anything ,0
as the recent argentine film son of the bride reminded us that a feelgood movie can still show real heart ,1
as animation increasingly emphasizes the computer and the cool  this is a film that takes a stand in favor of tradition and warmth  ,1
is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie ,0
pulls no punches in its depiction of the lives of the papin sister and the events that led to their notorious rise to infamy  ,1
gives us another peek at some of the magic we saw in glitter here in wisegirls  ,1
the actors must indeed be good to recite some of this laughable dialogue with a straight face  ,0
take away the controversy  and it s not much more watchable than a mexican soap opera ,0
canada s arctic light shines bright on this frozen tundra soap opera that breathes extraordinary life into the private existence of the inuit people  ,1
the most wondrous of all hollywood fantasies  and the apex of steven spielberg s misunderstood career ,1
no amount of arty theorizing  the special effects are  germanexpressionist   according to the press notes  can render it anything but laughable  ,0
watchable up until the point where the situations and the dialogue spin hopelessly out of control  that is to say  ,0
one of these days hollywood will come up with an original idea for a teen movie  but ,0
for followers of the whole deadundead genre  who deserve more from a vampire pic than a few shrieky special effects ,0
the direction has a fluid  nononsense authority  and the performances by harris  phifer and cam  ron seal the deal ,1
be lying if i said my ribcage did nt ache by the end of kung pow ,1
s enough to watch huppert scheming  with her small  intelligent eyes as steady as any noir villain  and to enjoy the perfectly pitched web of tension that chabrol spins  ,1
 alice s adventure through the looking glass and into zombieland  is filled with strange and wonderful creatures  ,1
the film is enriched by an imaginatively mixed cast of antic spirits  headed by christopher plummer as the subtlest and most complexly evil uncle ralph i ve ever seen in the many film and stage adaptations of the work  ,1
to and wai ka fai are  sure to find an enthusiastic audience among american actionadventure buffs  but the film s interests ,0
he can rest contentedly with the knowledge that he s made at least one damn fine horror movie ,1
i know that i ll never listen to marvin gaye or the supremes the same way again ,1
imamura has said that warm water under a red bridge is a poem to the enduring strengths of women  ,1
no one involved  save dash  shows the slightest aptitude for acting  and the script  credited to director abdul malik abbott and ernest  tron  anderson  seems entirely improvised  ,0
this latest installment of the horror film franchise that is apparently as invulnerable as its trademark villain ,1
a wretched movie that reduces the second world war to one man s quest to find an old flame  ,0
a leash  far too polite to scale the lunatic heights of joe dante s similarly styled gremlins ,0
it s a smart  solid  kineticallycharged spy flick worthy of a couple hours of summertime and a bucket of popcorn  ,1
that most frightening of all movies  a mediocre horror film too bad to be good and too good to be bad ,0
barry convinces us he s a dangerous  secretly unhinged guy who could easily have killed a president because it made him feel powerful  ,1
of film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an illadvised and poorly ,0
the appeal of the vulgar  sexist  racist humor went over my head or  considering just how low brow it is  perhaps it snuck under my feet ,0
does nt trust laughs  and does nt conjure proper respect for followers of the whole deadundead genre  who deserve more from a vampire pic than a few shrieky special effects ,0
to places in the world devastated by war  famine and poverty and documented the cruelty and suffering he has found with an devastating  eloquent clarity ,1
was  and started doing nothing but reacting to it  feeling a part of its grand locations  thinking urgently as the protagonists struggled  feeling at the mercy of its inventiveness  gasping at its visual delights ,1
heavyhanded symbolism  dimestore psychology and endless scenic shots that make 105 minutes seem twice as long ,0
ballistic : ecks vs sever also features terrible  banal dialogue ; convenient  holeridden plotting ; superficial characters and a rather dull  unimaginative car chase  ,0
a cheap scam put together by some cynical creeps at revolution studios and imagine entertainment to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life  ,0
invite some genuine spontaneity into the film by having the evil aliens  laser guns actually hit something for once ? ,0
wish it would have just gone more overthetop instead of trying to have it both ways ,0
extra effort to see an artist  still committed to growth in his ninth decade  change while remaining true to his principles ,1
like mike is nt going to make box office money that makes michael jordan jealous  but it has some cute moments  funny scenes  and hits the target audience  young bow wow fans   with nothing but net ,1
fast and funny  an action cartoon that s suspenseful enough for older kids but not too scary for the schoolage crowd  ,1
the storytelling  which undercuts the devastatingly telling impact of utter loss personified in the film s simple title ,0
an oldfashioned scary movie  one that relies on lingering terror punctuated by sudden shocks and not constant bloodshed punctuated by flying guts  ,1
an alluring backdrop for this sensuous and spirited tale of a prim widow who finds an unlikely release in bellydancing clubs ,1
 grant  goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it  ,1
unfortunately all the story gives us is flashing red lights  a rattling noise  and a bump on the head ,0
one of the most appealing movies ever made about an otherwise appalling  and downright creepy  subject  a teenage boy in love with his stepmother ,1
skip this turd and pick your nose instead because you re sure to get more out of the latter experience  ,0
would nt exist without the precedent of yiddish theater  whose jolly  funforfun s  sake communal spirit goes to the essence of broadway ,1
 macdowell  ventures beyond her abilities several times here and reveals how bad an actress she is  ,0
is too busy hitting all of its assigned marks to take on any life of its own ,0
slow and ponderous  but rohmer s drama builds to an intense indoor drama about compassion  sacrifice  and christian love in the face of political corruption ,1
by which all the queen s men is allegedly  inspired  was a lot funnier and more deftly enacted than what s been cobbled together onscreen ,0
expands the limits of what a film can be  taking us into the lives of women to whom we might not give a second look if we passed them on the street ,1
a filmmaking methodology that s just experimental enough to alienate the mainstream audience while ringing cliched to hardened indieheads ,0
does nt get the job done  running off the limited chemistry created by ralph fiennes and jennifer lopez  ,0
involved in creating the layered richness of the imagery in this chiaroscuro of madness and light ,1
but i sometimes felt as though i was in the tiny two seater plane that carried the giant camera around australia  sweeping and gliding  banking ,1
its metaphors are opaque enough to avoid didacticism  and the film succeeds as an emotionally accessible  almost mystical work ,1
keep you at the edge of your seat with its shapeshifting perils  political intrigue and brushes ,1
as if trying to grab a lump of playdoh  the harder that liman tries to squeeze his story ,0
is something rare and riveting : a wild ride that relies on more than special effects ,1
awe and affection  and a strange urge to get on a board and  uh  shred  dude ,1
a sad and rote exercise in milking a playedout idea  a straight guy has to dress up in drag  that shockingly manages to be even worse than its title ,0
gets vivid  convincing performances from a fine cast  and generally keeps things going at a rapid pace  occasionally using an omniscient voiceover narrator in the manner of french new wave films ,1
an intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time ,1
rendered tedious by avary s failure to construct a story with even a trace of dramatic interest ,0
otherwise this is the best  old neighborhood  project since christopher walken kinda romanced cyndi lauper in the opportunists ,1
lush and beautifully photographed  somebody suggested the stills might make a nice coffee table book   but ultimately you ll leave the theater wondering why these people mattered  ,0
it s a wise and powerful tale of race and culture forcefully told  with superb performances throughout  ,1
s peppered with false starts and populated by characters who are nearly impossible to care about ,0
this is lightweight filmmaking  to be sure  but it s pleasant enough  and oozing with attractive men  ,1
fails to portray its literarily talented and notorious subject as anything much more than a dirty old man  ,0
arliss howard s ambitious  moving  and adventurous directorial debut  big bad love  meets so many of the challenges it poses for itself that one can forgive the film its flaws  ,1
while cherish does nt completely survive its tonal transformation from dark comedy to suspense thriller  it s got just enough charm and appealing character quirks to forgive that still serious problem  ,1
the year 2002 has conjured up more comingofage stories than seem possible  but take care of my cat emerges as the very best of them ,1
it felt like to be a new yorker  or  really  to be a human being  in the weeks after 9/11 ,1
eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider  ,0
are very  very good reasons for certain movies to be sealed in a jar and left on a remote shelf indefinitely  ,0
a case of two actors who do everything humanly possible to create characters who are sweet and believable  and are defeated by a screenplay that forces them into bizarre  implausible behavior ,0
even as the hero of the story rediscovers his passion in life  the mood remains oddly detached  ,0
yet another entry in the sentimental ohthosewackybrits genre that was ushered in by the full monty and is still straining to produce another smash hit  ,0
after a while  hoffman s quirks and mannerisms  particularly his penchant for tearing up on cue  things that seem so real in small doses  become annoying and artificial  ,0
the sum of all fears generates little narrative momentum  and invites unflattering comparisons to other installments in the ryan series  ,0
premise  mopes through a dreary tract of virtually plotless meanderings and then ends with a whimper  ,0
this wretchedly unfunny wannabe comedy is inane and awful  no doubt  it s the worst movie i ve seen this summer  ,0
s as lumpy as twoday old porridge  the filmmakers  paws  sad to say  were all over this  unbearable  project ,0
could have turned this into an argentine retread of  iris  or  american beauty   but instead pulls a little from each film and creates something more beautiful than either of those films ,1
of anyone who has reached puberty actually finding the characters in slackers or their antics amusing  let alone funny ,0
aimed mainly at little kids but with plenty of entertainment value to keep grownups from squirming in their seats  ,1
not at all clear what it s trying to say and even if it were  i doubt it would be all that interesting  ,0
also features terrible  banal dialogue ; convenient  holeridden plotting ; superficial characters and a rather dull  unimaginative car chase  ,0
there is a difference between movies with the courage to go over the top and movies that do nt care about being stupid ,0
unfolds with such a wallop of youarethere immediacy that when the bullets start to fly  your first instinct is to duck  ,1
with its parade of almost perpetually wasted characters  margarita feels like a hazy high that takes too long to shake  ,0
while somewhat less than it might have been  the film is a good one  and you ve got to hand it to director george clooney for biting off such a big job the first time out  ,1
we can tell what it is supposed to be  but ca nt really call it a work of art  ,0
beautifully crafted  engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic  twisty yarn that will keep them guessing  ,1
you ll be wistful for the testosteronecharged wizardry of jerry bruckheimer productions  especially because half past dead is like the rock on a walmart budget  ,0
grab the old lady at the end of my aisle s walker and toss it at the screen in frustration ,0
mr polanski is in his element here : alone  abandoned  but still consoled by his art  which is more than he has ever revealed before about the source of his spiritual survival  ,1
they presume their audience wo nt sit still for a sociology lesson  however entertainingly presented  so ,1
of the doublecross that made mamet s  house of games  and last fall s  heist  so much fun ,1
is ultimately what makes shanghai ghetto move beyond a good  dry  reliable textbook and what allows it to rank with its worthy predecessors ,1
smith examines the intimate  unguarded moments of folks who live in unusual homes  which pop up in nearly every corner of the country  ,1
is a smart  romantic drama that dares to depict the french revolution from the aristocrats  perspective  ,1
manages a neat trick  bundling the flowers of perversity  comedy and romance into a strangely tempting bouquet of a movie  ,1
it s just too bad the screenwriters eventually shoot themselves in the feet with cop flick cliches like an oily arms dealer  squad car pileups and the requisite screaming captain  ,0
he goes out into public  to avoid being recognized as the man who bilked unsuspecting moviegoers ,0
a reworking of die hard and cliffhanger but it s nowhere near as exciting as either  ,0
does nt take a rocket scientist to figure out that this is a mormon family movie  and a sappy  preachy one at that ,0
the irwins  scenes are fascinating ; the movie as a whole is cheap junk and an insult to their deathdefying efforts  ,0
devos and cassel have tremendous chemistry  their sexual and romantic tension  while never really vocalized  is palpable  ,1
is also as unoriginal as they come  already having been recycled more times than i d care to count ,0
scorsese s mean streets redone by someone who ignored it in favor of old  juvenile delinquent  paperbacks with titles like leather warriors and switchblade sexpot ,0
sorvino makes the princess seem smug and cartoonish  and the film only really comes alive when poor hermocrates and leontine pathetically compare notes about their budding amours  ,0
i d take  its  earnest errors and hardwon rewards over the bombastic selfglorification of other feelgood fiascos like antwone fisher or the emperor s club any time  ,1
a smart and funny  albeit sometimes superficial  cautionary tale of a technology in search of an artist  ,1
swimming gets the details right  from its promenade of barely clad bodies in myrtle beach  sc  to the adrenaline jolt of a sudden lunch rush at the diner  ,1
re not likely to have seen before  but beneath the exotic surface  and exotic dancing  it s surprisingly oldfashioned ,1
looks like the sixtime winner of the miss hawaiian tropic pageant  so i do nt know what she s doing in here ,0
s destined to win a wide summer audience through wordofmouth reviews and  not far down the line  to find a place among the studio s animated classics ,1
the film reminds me of a vastly improved germanic version of my big fat greek wedding  with better characters  some genuine quirkiness and at least a measure of style  ,1
boarders from venice beach that was a deserved cowinner of the audience award for documentaries at the sundance film festival  ,1
to the core of what it actually means to face your fears  to be a girl in a world of boys  to be a boy truly in love with a girl  and ,1
hashiguchi covers this territory with wit and originality  suggesting that with his fourth feature  the first to be released in the us  a major director is emerging in world cinema ,1
there s a scientific law to be discerned here that producers would be well to heed ,0
 it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times  ,1
is so bad it does nt improve upon the experience of staring at a blank screen ,0
enough vitality to justify the notion of creating a screen adaptation of evans  saga of hollywood excess ,1
 davis  wants to cause his audience an epiphany  yet he refuses to give us real situations and characters ,0
is too often like looking over the outdated clothes and plastic knickknacks at your neighbor s garage sale ,0
the only thing  swept away  is the one hour and thirtythree minutes spent watching this waste of time  ,0
presents events partly from the perspective of aurelie and christelle  and infuses the film with the sensibility of a particularly nightmarish fairytale  ,1
you can only love the players it brings to the fore for the gifted but nononsense human beings they are and for the stillinestimable contribution they have made to our shared history  ,1
a more confused  less interesting and more sloppily made film could possibly come down the road in 2002 ,0
the director uses the last act to reel in the audience since its poignancy hooks us completely  ,1
is put in an impossible spot because his character s deceptions ultimately undo him and the believability of the entire scenario ,0
finds its moviegoing pleasures in the tiny events that could make a person who has lived her life halfasleep suddenly wake up and take notice  ,1
although olivier assayas  elegantly appointed period drama seems  at times  padded with incident in the way of a tooconscientious adaptation  its threehour running time plays closer to two  ,1
that the jury who bestowed star hoffman s brother gordy with the waldo salt screenwriting award at 2002 s sundance festival were honoring an attempt to do something different over actually pulling it off ,0
nijinsky says   i know how to suffer  and if you see this film you ll know too  ,0
shorter than the first  as best i remember   but still a very good time at the cinema ,1
there s a persistent theatrical sentiment and a woozy quality to the manner of the storytelling  which undercuts the devastatingly telling impact of utter loss personified in the film s simple title  ,0
starts out with tremendous promise  introducing an intriguing and alluring premise  only to fall prey to a boatload of screenwriting cliches that sink it faster than a leaky freighter ,0
the son of the bride s humor is born out of an engaging storyline  which also is nt embarrassed to make you reach for the tissues  ,1
it s as if de palma spent an hour setting a fancy table and then served up kraft macaroni and cheese  ,0
ultimately  in the history of the academy  people may be wondering what all that jazz was about  chicago  in 2002  ,0
uninspired  and peopled mainly by characters so unsympathetic that you re left with a sour taste in your mouth ,0
are both excellent  in the kind of lowkey way that allows us to forget that they are actually movie folk ,1
an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life s harshness ,1
not really a thriller so much as a movie for teens to laugh  groan and hiss at  ,0
strolls through this mess with a smug grin  inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder ,0
is many things  stoner midnight flick  scifi deconstruction  gay fantasia  but above all it s a love story as sanguine as its title  ,1
here s a case of two actors who do everything humanly possible to create characters who are sweet and believable  and are defeated by a screenplay that forces them into bizarre  implausible behavior  ,0
norton has to recite bland police procedural details  fiennes wanders around in an attempt to seem weird and distanced ,0
do nt know whether to admire the film s stately nature and call it classicism or be exasperated by a noticeable lack of pace ,0
