sentence,label
"as for itunes , i don ' t find it to be as good as the windows media player as a computer mp3 player , but it is good enough",positive
"f ) it doesnt look pretty spending this kind of cash , you want something that has the aesthetics bit down , of course",negative
we just recently had to buy another roll of bags so 6 00 for a year of bags can ' t beat that ! !,positive
"after using it for just a month , i could not play any dvd",negative
i love this product !,positive
"one other issue is that the headphone jack is unique to nokia , so standard headphones will not work",negative
i ' ve had this beauty for nearly 2 months now and i truely love it,positive
"the front door is miss aligned on my unit and you have to manually life it up just so slightly for the door to close , a very annoying thing after ah wile",negative
"i use this with a home theater system and it ' s amazing how it sounds , the picture clarity is unmatched !",positive
"it only read the dvds 10 of the time , otherwise i would get a no disc screen",negative
get great themes and wallpapers for this phone and many many polyphonic rings,positive
tech support from apex is literally nonexistent,negative
the optical and digital zooms combine to give an effective 4x zoom,positive
one downside though is that autofocus does not work well when battery is low,negative
we have been using our diaper champ for almost 14 months now and we are very happy with it,positive
my last simpler nokia started right up and was immediately ready for use,negative
"in the hands of someone who does n ' t , it will yield good results on idiot program auto mode",positive
"even when i set it to low , it ' s still very hard for me to adjust the player to where and what i want it to do",negative
i also love that you can flip the device with one hand,positive
the last problem i found with this camera was the macro function,negative
"equipment included is average , but that is n ' t a big deal since thats not what you are buying it for",positive
"after less than 24 hours it turned out to be a huge disappointment , for myself and for my parents , for whom it was a gift",negative
"handset quality is great , as is the speakerphone quality and the headset audio quality",positive
the second lasted about two weeks before the video went out !,negative
nokia does not disappoint in this model,positive
"i send my camera to nikon for servicing , took them a whole 6 weeks to diagnose the problem",negative
i use the scented bags and even if i don ' t no smell !,positive
"it played only one out of three dvd ' s without problems , the other two being afflicted by a number of glitches",negative
i felt better with this one since it had the shuffle feature and i ' m not too keen on www ipod ' s dirty secret com,positive
"2 the scroll button is n ' t the best , as it sometimes can be hard to select",negative
"for a price that ' s still less than even the lowest level ipod i was able to get this 40gb monster , and the best part is it works as great as it was advertised to and then some",positive
"have tried to contact apex via e mail ( customerservice apexdigital com ) , but the e mail address is not valid",negative
"it ' s a great looking , easy to use device but it ' s the sound quality which is truly amazing far better than my sony mini disc player",positive
"however , it needs to be quite quiet for it to work at all dosn ' t work at all in the car , for example",negative
"as i mentioned in my first paragraph , it supports wpa security , which is far superior to wep",positive
"after reading reviews of lcd problems , cracked , black blobs etc , i figured that it was probably a very limited problem",negative
"it works well with my vip adapter , which is also a linksys",positive
"its steel backing picks up fingerprints and scratches easily , not great from a cosmetic standpoint",negative
overall it is a great value,positive
i was unable achieve a sound quality on par with my simple portable cd player with bass boost,negative
"for instance , i made several back ups of my dvd movies using dvd r ( w ) and r ( w ) and it plays the dvds",positive
what the g3 raw image software gives you is a fantasy world designed to please the uncritical,negative
"the zen plays mp3 , wma and wave formats , which makes it more versatile than the ipod",positive
the remote is a little hard to understand,negative
one cabinet shop has been using one regularly in a router table for 11 years without a problem,positive
unfortunately i was wrong,negative
this is my first digital camera and i can say that i am quite impressed with the features that it has,positive
the included memory card is too small,negative
the sound quality is fantastic ( cd quality ) and it is really great to carry this around instead of stacks of cd ' s or tapes !,positive
"and the remote is cheap and ch easy not sure how long it ' ll last , but for 50 bucks what the heck !",negative
"compared to musicmatch , the software has a better filing system and easier to use",positive
they will not respond to my emails ( promised turnaround time is 24 hours ) and the phone line is constantly busy,negative
"as opposed to the nomad ii or any other flash based player , the songs load extremely fast about one or two seconds per song",positive
it constantly drops the internet connection and simple things like walls in our house block the link so everything is very slow,negative
"1 ) slr like programming and exposure control gives you latitude to be creative , yet its program and auto exposure settings provide excellent photos if you do n ' t want to bother with the settings",positive
"b ) the lens cover is surely loose , i already accidently finger printed the len a few times , and au lens ti gt and cause potential damage",negative
now that i have all my music on it there has n ' t been any more problems,positive
"although i disabled norton antispam , it is still there",negative
the menus are easy to navigate and the buttons are easy to use,positive
i couldn ' t get the install wizard to work,negative
"the battery on mine lasts 2 days if i don ' t play games that much , and it only takes 90 mins to charge from flat",positive
"however , configuration of my system and actual setup of the router for wireless use took me more than 3 hours , and briefly made me reconsider my choice to for ego the airport and its notoriously easy setup",negative
i particularly like the txt file which records all the control information for all the pictures you take,positive
"however , i suspect that many people are having a bad experience do not purchase this product",negative
the apex 2600 has been a steady performer for me,positive
"all i have to say is that i did freeze on me once , but it has n ' t done it since",negative
i got the diaper champ because of the great reviews as well as the fact that you can use regular garbage bags,positive
"it sounds decent , but i would estimate you get maybe 80 of the quality that you would from a true line out jack",negative
"the software included is an easy installation and you have the option of using the creative software , windows media player 10 , or simply windows explorer to move music back and forth between your zen touch",positive
my only significant complaint is sound quality,negative
"in conclusion , i gave the ipod a 4 5 because anything this expensive should would work just about flawlessly",positive
"i purchased a jukebox , it got fried while being recharged , they asked for 20usd just to look at it and said that they would charge me for reaping the damned thing",negative
"the sound quality is excellent , accessing the music is easy , and the controls are generally well thought out",positive
but not good enough for me,negative
"otherwise , i am extremely please with the creative zen micro 5gb mp3 player",positive
the headphones which came with it are mediocre at best but what can you expect from a set of ear buds,negative
"great camera , and for the price you can ' t beat it",positive
"well , my second one is now beginning to hi cup a bit after about 1 1 2 years",negative
picture quality in outdoor settings is indistinguishable from 35mm,positive
i thought given all the 10 reviews about this camera that i would buy it in spite of being a bit pricey,negative
"other than that , the simian series 60 os is great and offers lots of proprietary software that will work on your phone if you ' re willing to hunt for it",positive
"i have to move pictures off of it every day so i have room for more pictures the next , and i don ' t have enough money to buy the 256 meg card that i ' ve had my eye on for a while",negative
i highly recommend this phone to anyone,positive
"still , that ' s enough time that i ' m still satisfied , if a bit grouchy with creative ' s over hyped promises",negative
"huge storage space , i loaded my entire collection of music , which isnt that much , 400 songs , and still have 26 gb , out of the 28 provided to you",positive
"the lens is visible in the viewfinder when the lens is set to the wide angle , but since i use the lcd most of the time , this is not really much of a bother to me",negative
the eax settings are somewhat superfluous but not really a negative,positive
this player is not worth any price and i recommend that you do n ' t purchase it,negative
the interface has a sassier flair and the blue lit trimming is an added bonus,positive
we bought this about 6 months ago and it ' s been worthless,negative
"4mp , 4x optical zoom , takes absolutely beautiful photos with detail that challenges all of the above 5mp cameras , easy to understand and use ( has a great swivel lcd screen ) , a lot of features and add on options , comes with great software ( not to be overlooked ) , and last but by far not least , received my fiance ' s stamp of approval ( two thumbs up ! )",positive
"3 ) it does not work automatically like a hard drive when you connect it to your computer , like some players",negative
i ' ve printed several photos and the prints look as good as the screen views,positive
"if you are new to the market and looking to buy a symantec software product , save yourself some money and buy the 2003 version",negative
battery life is ok,positive
"putting the micro into your pocket could trigger just about anything ( unless the hold feature is improved it asks if you want to unholy for every button up press ) second , i ' m worried about the durability of the player",negative
and so far have not had any problems with dvds not being able to play,positive
"it ' s important that people know the following first , the interface is slow",negative
11 ) minimal pause between songs less than that on other devices good achievement for a hard drive based player,positive
"now the bad 1 ) as usual , battery power not sufficient for daily usu age",negative
"with the ipod , you can also store documents and contact files ( from programs such as microsoft outlook ) when it ' s connected to your pc as an external hard drive",positive
"well flash photos are never great , and there was still a lot of noise",negative
"they are extremely convent and you don ' t have to buy them seperately has i tunes , which provides quality music at low prices",positive
where close to 12 hours but at least it is replaceable ( and they included a second one free ),negative
"having done all this , i was quite pleased to see that all corners i needed were decently covered by the signal",positive
"but , sometimes , if the champ is too full , the flip handle won ' t function",negative
i find all of the controls well placed and not flimsy in the least,positive
"the included headphones suck , so get your own",negative
navigation is easy and i found that syncing files from the player to the computer ( and vice verse ) was easy too,positive
"as with most headphones that come with any type of music player , i recommend throwing these into the nearest river , unless you like having hard , round pieces of plastic in your ears",negative
the color and light i captured with this camera on a 12 day trip to turkey ( gorgeous vividly colored ceramic tiles inside darkened mosques ) were far superior to anything i ' ve ever gotten with a traditional 35 mm film camera,positive
the vibration is not top,negative
"but at the same time , it takes wonderful pictures very easily in auto mode , so that even an average joe like me can use it !",positive
"i still like it a lot and am not changing it for another , but it is sort of stinky",negative
it is no more heavy than any other powerful router and not as bad as some porter cable models i tried,positive
this program would not let me send outlook email or listen to audible sample books online,negative
"otherwise , it takes very good pictures shutter delay is n ' t so bad either",positive
just the home version of norton internet av has too many glitches and problems to even remotely bother with,negative
"the pictures are tack sharp , colors are vivid , and at 7 mega pixels the quality is plenty high to manipulate and crop images to your hearts desire",positive
"so , right out of the box i had issue",negative
"after a lengthy and extensive journey for a feature loaded , high performance , travel size camera , i initially gravitated to this little gem because of the superior picture quality 4 mega pixel",positive
"also , for some reason the picture looks washed out on s video , with lots of color bleeding , compared to a component connection ( should not be much of a perceptible difference on a 27 tv )",negative
way less expensive than the ipod,positive
"then when i went to norton ' s website to obtain a priority id number per the instructions i had been given , i couldn ' t find a way to get one",negative
its compact and has rounded edges,positive
i could hardly use it without a recharge in 2 days !,negative
"i was surprised to find that not only could this dvd player play mpeg2 format which allowed me to stack 2 movies on a dvd , but it also was able to play vb files which i created with smart ripper",positive
"after installation , the very first time i booted up the creative mediasource organizer , intending to use its cd burning and ripping functions , it totally shorted out",negative
"when it came down to it , the price on this player is hard to beat",positive
"once again it won ' t reinstall , even with online and email assistance from symantect technicians",negative
"some features that the ' zen micro ' has that sold me on my purchase include a 5g hard drive actually an sd flash card drive very large and much more than actually needed , the ability to sync with microsoft outlook ' s calendar , the long battery life of about 10 to 12 hours ( i can change the battery myself for about 40 to buy vs",positive
"even on the low sensitive level , a slight touch can skip or pause the track",negative
"that ' s it for now , what are you doing still reading this , click the add to cart button already !",positive
"this is only a problem at night , during the day the screen is very easy to see",negative
hate to wait between shots,positive
"software music match jukebox is n ' t the greatest , the search function is n ' t fast even when accessing it with the hot key shortcut",negative
it is currently permanently mounted ( 3 years now ) in my router table and will most likely stay there until its shot,positive
"two , the single wrench just doesn ' t work well",negative
don ' t worry this player rocks,positive
"1 ) quite bulky ( it ' s about the same size as my minolta vectors s 1 aps slr ) and uses a heavy battery , although not very solid as it is contracted mostly of plastic ( unlike canon ' s elph line )",negative
it works better and has more useful features than nis 2003,positive
"though nearly a dozen different people at both t mobile and nokia have told me otherwise , it is simply not possible to use this phone as a bluetooth modem for the vast majority of pdas and many other devices",negative
"i didnt get ipod because i dont especially like itunes ( no music i want , but thats just me ) and the creative product was cheaper and i needed to be able to use wma files",positive
"as a computer , or pda its weak since the screen , while large by phone standards , is still tiny to really do anything on",negative
"comments overall this is still a great value , but is kind of overrated in the sense that there are beater deals on the market",positive
"some people have commented about the size and weight of the phone , and it has rightfully gotten the nick name the bar of soap which , it really is",negative
i like the automatic key lock function,positive
"also , the carrying case that came with mine covers up the display , so even though the side controls are reachable , i have to open it up to see the display",negative
but overall this is a good camera with a ' really good ' picture clarity an exceptional close up shooting capability,positive
2 ) phone is awfully slow,negative
what an upgrade ! ! !,positive
"finally , after about a week ' s use , the screen started to freeze on me",negative
"the speaker phone is very functional and i use it in the car , very audible even with freeway noise",positive
"i thought it was just the player , but then i started checking the discs to find that the apex 2600 is actually ruining my media",negative
it has great incredibility,positive
i originally gave this camera 5 stars when i had windows 98 it was wonderful but i got a new computer last november with xp the usb software is soho not compatible with xp,negative
the moveable lcd screen is great,positive
the colors on the screen are not as crisp as i ' d have liked them to be,negative
the optical zoom works great and the 14x digital zoom is a very nice addition although pictures at the highest digital zoom are a little blurry,positive
"battery life is about 1 4 of that advertised , no operators manual available for any of the nomad zen players ( on or off line ) , occasional software lockups , replacement battery is expensive",negative
my two main requirements were longer battery life and lower price i found both,positive
the interface took a little getting used to,negative
"probably a great phone overall , and perhaps mine just has bugs",positive
"the inside pics , can be a bit challenging , but when you can instantly delete pics you dont like , that are not focused perfectly , or need lighting adjustments , make this camera very simple and effective",negative
"i have not played with all the features yet , but the camera is easy to use once you get used to it",positive
the only beef that i have with it is that there is a little too much slop in the columns when the lock is not engaged,negative
"this is the mp3 player with everything i need as long as it lasts me a good three years , i ' m satisfied",positive
"the box included a little polyester , pull string bag , ( yes , you read right a bag , something a boy would carry ten marbles in ) and tries to pass it off as the case",negative
"other than that , this is a perfect phone for those of us with no patience for flips",positive
my only complaint would be that you need id3 tags that takes a while to do if your mp3 files do n ' t have them,negative
sound quality ? phenomenal,positive
"the ms scandisk would appear due to manual shutdown and would only scan to the 2nd bar , over and over ( up to 1 hr , i then shut it down and used go back )",negative
"other mp3 players won ' t give you the sonic clarity of the zen at this compression level , so i imagine they won ' t at lower ones , either",positive
"while transferring songs to the player , the interface has crashed a few times ( 4 5 times in a 4 5 hour period ) normally this would cause me major concern , but it appears that this bug is reproducible , which leads me to believe that creative will fix it with a patched version shortly ( or maybe it ' s just my computer )",negative
1 ) the champ is easy to use,positive
"i do here a constant high pitched distorted sound , not to mention the volume does not seem to be loud enough",negative
this is by far the finest camera in its price and category i have ever used,positive
"i really regret signing up with t mobile , but i ' m stuck with them for the next 6 months of the contract",negative
for the most part this is a good dvd player,positive
the scroll bar problems make the task of creating playlists more frustrating,negative
"power for the tech savvy , ease of use for the less fortunate",positive
i can ' t rate it one star only because when it does work it ' s pretty good,negative
"well , this apex dvd player turned out great !",positive
the cons are n ' t really a big deal to me except one con that does annoy me is the way it stores files no folder structure and it ' s based on the title of the songs many of my songs where separated into folders ( on the pc ) and a few had same titles so i had to change the titles to make sure that i did n ' t have any that might be the same as another,negative
"sorts music by artist , album , genre , etc it ' s easy to wade through 5 gigs of tunes to find what you ' re looking for",positive
"the player has its minor glitches like for example when i turn it on , 60 percent of the time , it sis , shutting down , which means i have to turn off , and turn it on again , which is not to my likings",negative
"for the zen creative focused on packaging which looked well thought out , well presented and easy to open and put back together",positive
"now there is one more complaint i have about the g3 and that is the software that comes with it for processing raw images ( i only shoot in raw image mode and the first thing i did was replace the 32 mbyte cf with a 512 mbyte cf , which gives me 130 raw images , as opposed to 7 !",negative
i ' m not overly fond of green but when i used this hitachi m12v it turns out that now i ' m very fond of it,positive
"shortly after i brought it , the plunging shafts started sticking",negative
"being a very economical person , i appreciate the fact that any plastic bag can be used with this system i never did like the prospect of buying special diaper genie refills",positive
"i tried calling the support number for a week , several times a day , and always got a busy signal",negative
glad to see the ed revised the previous statements regarding image quality,positive
"bookmarks for example , are an excellent feature but not on this player",negative
"remote you can stand it on end ( harder to lose ) , and it ' s far better designed than the 1100s",positive
"you can disable some of the individual components , but don ' t be fooled they ' re still there and running",negative
i got a 1gb mmc upgrade for this phone and now i can,positive
the software failed repeatedly,negative
what makes the focus lock lag time something i can live with is the extreme depth of field obtainable with these point and shoot digicams at f8,positive
"also , the instruction manual is very bad",negative
"this player has worked flawlessly for me and at this price , you can ' t go wrong",positive
"the video recorders a bit odd , sometimes i get 9 secs on my recordings , sometimes i get 17",negative
which is really nice because you can get pretty much any piece of music in midi format for free on the net,positive
"have tried calling ( 866 4apexgo ) , but can ' t get through",negative
"the sound is great , the portability , etc all the stuff you expect from a good mp 3 player , this zen micro has it",positive
i tried to do this by instinct and it ' s not intuitive unless you are a network geek,negative
there seem to be fewer collisions and dropped packets as i read from the router logs than with my old dlink router,positive
"another thing you should know , the metal on the flip side of the ipod is very tacky , and scratches very easily",negative
zen allows you to scroll up and down the song list selected on the player,positive
i have trashed this product on other opinion sites based on this major flaw alone,negative
we lysol the champ every time we change the bag out and have not had any problems,positive
you ' ll do that because the keys are tightly packed in and your fingers will likely press two keys at once,negative
the design of the col lets is excellent and far exceeds any of the craft man ( toy junk ) routers i have previously purchased,positive
this was obviously a conspiracy as it is freak in ' easy to manufacture a device with replaceable batteries ! !,negative
one of my favorite features about the player is its ability to sync to windows media player,positive
the only con i can think of is the lack of a mega pixel camera,negative
the pictures are absolutely amazing the camera captures the minutest of details,positive
i was some what sceptically when i seen the price deference between the other makers of comparable hp,negative
the phone book is very user friendly and the speakerphone is excellent,positive
"most of us just want to plug and play , not spend a year navigating a maze of complicated options like transfering everything on a hard drive to this stupid thing",negative
i love this player and am extremely happy with my decision,positive
"the ipod comes formatted for the mac , but within seconds of plugging it into a pc , is automatically reformatted for windows ( the hp version comes with windows formatting , and takes seconds to change to mac ) although the ipod can be changed from one format to another , you will lose all of your music and data when doing so",negative
"in the auto mode it functions basically as a point and click , the scene modes are very easy to use and produce good results",positive
i dont use the belt clip cz it fails to hold the player securely ( design problem ),negative
works great ! ! ! !,positive
"ring tones only come with crazy songs and annoying rings , there is only one ring that sounds close to a regular ring",negative
i have the software working fine now and the mp3 player is fantastic,positive
bluetooth does not work on this phone,negative
its a tough one this unless you wanna drive your car over it,positive
i had to sit on the phone with customer support for 2 hours and they did not help at all,negative
"first , it really is tiny the size of a pack of cigarettes , maybe a scotch deeper",positive
"sometimes the pictures are on the dark side , but i ' m able to fix that using the photoshop 6 0 adjust levels function not sure how a person would do that without photoshop , though",negative
this linksys router does it for the right price,positive
its far heavier and much larger which might not seem to matter except if you use it while running or keep it in your pocket,negative
sound quality was good but it was going to take some tweaking with settings to try to make it great,positive
"even the shorter battery life , though , has not impaired my positive experience with the zen micro in any way",negative
2 excellent picture quality and so simple to use ! ! !,positive
"it would either not play the song at all , or skip wildly , no matter that the unit was resting on my desk",negative
"( you can do it one handed while still hanging on to the baby ) also , we like using regular trash bags instead of having to worry about buying refills ( like with the diaper genie )",positive
every time nomad thinks the file is corrupt the os freezes,negative
you can also assign special rings and graphics to special people when they call,positive
the cover that came with it did n ' t fit very well,negative
it has a clear blue light that allows you to see everything on the screen easily,positive
"while i was trying to play half life 2 it started popping up with alerts every twenty seconds ( literally ) , warning me my antivirus protection was off",negative
very sturdy and strong,positive
"well , i got my second player , and right out of the box it wasn ' t working right and once again , after consulting customer se !",negative
"while it didn ' t have all the features i would have liked , it was better than anything else i could find at the time",positive
this product is too fragile for normal use,negative
the controls and the menus are clearly displayed and easily fathomed,positive
"the other day when i was listening to a song , it locked up and will not do anything now",negative
"great camera , i have been using this for several months and got excellent results , simple friendly usage , in many scenes indoor , outdoor , snow , close up macro etc",positive
the more subtle tones that were included with the phone are hard to hear at times,negative
"2 ) the player user interface ( ui ) is intuitive to use , and allows easy navigation of a large or small collection",positive
the phone must be shut down taken apart to change the memory card and turning the phone back on takes a little while,negative
"its also smaller , and gets more looks",positive
"but with a low price , comes lower quality",negative
the storage capacity is great,positive
"however , it has failed to deliver on quality",negative
mine installed no problem ( but i did uninstall my norton anti virus 2002 personal firewall 2002 first ),positive
but it wouldn ' t let me turn the av protection back on and it wouldn ' t stop with the alerts,negative
4 ) usb 2 0 means fast data transfers ( 1 song sec ! ),positive
"then the most disappointing was trying to use viper raised panel bits that just barely fit , and i mean just barely",negative
"comes with a 16 mb compact flash and one rechargable battery the charging unit , included , is fast and small",positive
"the fm radio ' s reception isn ' t spectacular , but it will pick up the most powerful stations in any given metro area",negative
i could make phone calls from locations i previously could not ( like my apartment ),positive
size bigger than the ipod,negative
i also own a retail store and this little guy easily plugs into my aux slot in the store ' s sound system,positive
also the feature to automatically put in the song information is n ' t always accurate,negative
i do give create to creative for their attractive design,positive
this camera has a major design flaw,negative
"and , with the ipods ' full volume up , all you have to do is adjust your receivers ' volume and your set , since the ipod itself acts as a strong amp lifer of its ' own",positive
after 57 pictures total the lcd went black except for the icons showing the settings,negative
the plunge lock and power switch are very easily accessible which is a must when doing free hand routing,positive
"my biggest concern is that i have found nokia phones lower quality construction to lead to lower prices , but they also don ' t last as long",negative
"for the person that uses the equipment every day , pay the extra and get a reliable safer unit",positive
the scroll button is overly sensitive at times not sensitive enough at others,negative
the software that comes with it is amazing and the online service that comes free is really very neat clean clear and well focused on over 95 of all photos taken by a beginner,positive
my main complaints are that it should be deeper or wider as it doesn ' t even fit a smaller sized garbage bag,negative
"i wo n ' t go into the details here , as the online sites ( steve ' s digicams , previews ) go into great depth in their reviews , but i am very pleased with the features , the speed , the picture quality , the flexibility , the automation , and the functional conveniences this camera offers",positive
"1 a cell phone is to make calls , in other words , quality of reception and mic speaker are the most important , the 6600 has a relatively low volume speaker , you ' d have to press it hard against your ear to hear anything the other person is saying , unless the surroundings were completely quiet",negative
"i also like the fact that you can edit your mp3 titles , etc",positive
i have never had this problem with any other software on my computer,negative
i quickly got to use to the interface and can find any song playlist etc fast enough,positive
"who knows how many uses you ' ll get out of it before it craps out , but it probably will",negative
it will read and play all cd audio disc,positive
the depth adjustment was sloppy,negative
"this product is by far the best broadband router on the market , i bought this to replace one of those linksys instant wireless b routers , worked great for about a year",positive
we constantly got windows virtual memory low error messages popping up foll wed by ridiculous slowdowns and or crashes,negative
i love the touchpaper controls,positive
i had the second one for less than two weeks when i noticed a rattling humming buzzing sound while music was played,negative
"even though you could get a cheap router these days , i ' m happy i spent a little extra for the linksys",positive
for last one month my rebate status showing me that my rebate is approved and check is delivered but still i am waiting for check,negative
it has an exterior design that combines form and function more elegantly than any point and shoot we ' ve ever tested,positive
the photos in the address book are terribly scaled too they look as though they were built out of lego ' s,negative
"audio formats supports both mp3 , wma and yeah , wav too",positive
"durability not good first problem , if you haven ' t seen the news recently , the ipods are being recalled for battery problems and not lasting the advertised 18 months",negative
"the possibilities with auto , manual , and the very helpful scene mode , which offers 11 optimized situational settings like portrait , landscape , beach snow , sunset etc , are endless",positive
"last , i find the price a bit expensive for a product such as this",negative
3 the remote capture and file viewer software bundled for photo capture is mind blowing,positive
the only two minor issues i have with the camera are the lens cap ( it is not very snug and can come off too easily ) and the lens itself ( it partially obstructs the view through the viewfinder but not views through the lcd ),negative
the only free help you get is in renewing your subscription !,positive
i gave it only 3 stars due to the fact that the 1st one broke when i dropped it from a fairly short distance ( less than 2 ft ),negative
i have owned some kind of creative audio product since 1993 and have never had to call tech support,positive
about 10 of the time it can ' t find the device when i attach it to my pc,negative
autofocus feels exactly like my film camera while scene and manual mode add a little fun challenge to it all,positive
"the catch with the canon g3 camera , ( and perhaps all of digital cameras ) is that its unresponsiveness will cause you to miss precious shots",negative
smooth plunging ! ( it did stick a bit so i sprayed it w lubricant,positive
enough people have reported that their headphone jack does n ' t work after a month of using the device to believe that creative has some inbuilt manufacturing or quality control problem,negative
"sure , it slows it down a little , but that ' s expected",positive
"then , my ad pop up blocking was completely gone",negative
6 play game boy color games on it with go boy,positive
"as it stands now , the case is pretty useless unless you ' re packing the player up for travel , or if you load up all your songs beforehand",negative
working for 10 hours with it on shuffle totally rocks ! !,positive
the toggle button that is used to scroll is poorly designed and does not work well,negative
there is no odor and extremely easy to use,positive
"( i knew this before hand , and it is not that bad ) there is no tiff format",negative
this phone is one of the milestones in the history of the cellular phones,positive
you can upgrade but then there ' s a certain level of trouble involved,negative
as far as dealing with network access of other computers this router is pretty good given the price remember this router is the same one that was released right when the g standard was introduced to the market,positive
about the only legitimate criticism from the online reviews is that fact that the lens really does obstruct the viewfinder,negative
in addition it comes with a sleek and powerful headset,positive
the only other problem was that security for the wireless connection,negative
"i ' ve dropped the device several times onto hard surfaces , and it still works flawlessly",positive
3 no voice recorder this has also become an important and popular feature that the ipod unfortunately doesn ' t have,negative
it is mindless to operate,positive
"but , i am quite unhappy with nokia at the moment",negative
"on the whole , i ' m quite happy with the purchase",positive
3 months of use and it no longer recognizes anything,negative
6 ) excellent battery life 14 hours beats ipod ' s,positive
"operation it ' s like bmw ' s i drive it does it ' s job , but has the most unintuitive , overly layered interface",negative
all you have to do is click one button on the router configuration window and the router automatically senses the devices and configures the network,positive
"so yes , as with all software bundled with creative products , it was useless and ugly",negative
i have had mine for a month now and have to say i have enjoyed it,positive
"there is not a word about satellite issues in either the user guide or the knowledge database at linksys com , and first tech support person i spoke with kept me on the phone for an hour , then gave me a web site address to consult that turned out to be the one i ' d already found during a search of my own",negative
i purchased this router at a woodworking show after watching the ct people using it to demo their bits and was impressed how it performed,positive
"unfortunately , after loading 280 songs , all i get now is player either not connected or busy",negative
"well , it was nice while it lasted",positive
we have had this product for over a month and yesterday it stopped working,negative
"the cool thing about the ad 2600 it plays alot of different file like mp3 , wma cds , jpeg and kodak picture cds , dvd ' s , dvd r ' s",positive
lens cap is a really annoying,negative
it works great,positive
"first , it failed whenever connecting to get updates",negative
can recommend the hitachi in this ergonomic arena at the price quoted on amazon it is a bargain,positive
"after years with that carrier ' s expensive plans and horrible customer service , portability seemed heaven sent",negative
"bright , visible screen",positive
"however , this product performed well below my expectation",negative
"and with usb 2 0 , transferring music to your player is incredibly easy",positive
the other annoyance with this that you have to remove every single remnant of previous version of norton systemworks before you installs this,negative
"n6600 supports midi , wav , arm , mp3 etc",positive
"2 despite most reviewers giving kudos to the zen for music quality , i experienced a flaw using eax",negative
"i don ' t have problems with the depth adjustment , the speed control , the collet ( i haven ' t tried the 1 4 sleeve yet )",positive
"i ' ve had this thing for less than a month , treated it quite well , never dropped it , and the headphone jack is all screwed up",negative
"the screen is quite big ( between all hand phone ) , but the just about 65000 color",positive
even though i have the parental controls off it constantly starts updating them then freezes my computer,negative
broadband hooked up to this wireless setup flies,positive
"some of the higher pitched rings are very easy to hear , but not easy to listen to",negative
the service from t mobile is very good too,positive
still has terrible software,negative
"it ' s very sleek looking with a very good front panel button layout , and it has a great feature set",positive
now it will not load any disk or just says that there is no disk,negative
accessing files by artist and album ( i mostly look things up by artist ) is easy and intuitive,positive
it has a few inconveniences one is that the songs do not automatically play one after another like on a cd,negative
"creative media source is very easy to use once you get the hang of it , and the file transfers are fast",positive
my other nit is that it didn ' t include at least some kind of carrying case for everything,negative
i ' m very pleased with my zx so here ' s a quick review,positive
"i tried called apex cu st service , no help",negative
"hold button suprisingly not all mp3s have this this allows you to have all the buttons unusable , so that you don ' t accidently hit something in your pocket",positive
the volume level of the phone is not all that good,negative
the diaper champ is so simple that my toddler loves to put his own diapers in the diaper champ and flip over the handle,positive
another problem i had with this camera was the zoom function,negative
works perfectly with my netgear wireless paramecia,positive
"features really , there aren ' t any features , unless you call the games a feature",negative
installation was as near automatic as can be,positive
"this phone is not suitable for fast people , maybe only for old people",negative
"bottom line is that at 160 , this is an absolute steal",positive
c ) the scroll bar is a travesty enough said,negative
"its speakerphone option allows us to do long talks conveniently , lying on bed 38 phone lying by your pillow side",positive
"3 ) the lack of an intermediate resolution setting , as other reviewers have suggested , is a problem , but that problem is meaningless with a larger compactflash memory card",negative
overall it is a great unit hopefully creative labs or some other vendor will soon come out with some accessories for it,positive
the 6610 has the radio function which is utterly useless,negative
i do n ' t always care for gracenotes ' genre listings but it allows easy editing of id3 tags,positive
"the support has been less than impressive , considering the cost",negative
this has so many capabilities that you ' ll always have room for new technologies as they evolve,positive
i did have to put a little work into renaming some duplicate file names to get all my music on my zen xtra but it was n ' t a big problem,negative
"the controls are on the side instead of on the front , which i like , because that ' s where my thumb is when i hold the thing !",positive
"the touch pad is over sensitive , and is adjustable to only slightly oversensitive",negative
"the device looks very cool , i think ( exactly as the photos promise ) , it ' s comfortable and lightweight in my jacket pocket , and the interface and controls are easy enough to navigate after a bit of practice",positive
i did it and it was worse the second time around unbelievable,negative
"apple has definately fulfilled its reputation in making quality equipment , and surprisingly wasn ' t as expensive as its reputation normally holds",positive
"the construction of the player is the cheesiest i have ever seen the front panel refused to clip in correctly , leaving a noticeable gap between the panel and base of the player",negative
1 the diaper champ doesn ' t require special refills that are expensive and hard to find !,positive
"the program brings more problems than a virus , albeit not as major problems , just not what you expect for 70 bucks",negative
i recommend unreservedly the powershot g3 to any potential buyer looking for a first class digital camera at a reasonable price there is no better camera out there period !,positive
i will also say that it takes a very long moment for the camera to do its digital image processing between the time you press the button and when the camera actually takes the picture,negative
"overall , i highly recommend this phone",positive
the zoom lens unit feels fragile and it is worth buying a good camera bag if you are going put to carry it round a lot,negative
the good small size durable seeming metal case easy to use visually distinctive good picture quality fast usb connection mostly intuitive operation really cool photostitch software that knits pictures together to give wide panoramas,positive
even the instruction booklet is out of order,negative
the depth adjustment and bit changing is much easier on the m12v than it was on my old router,positive
"the player hangs up on file transfer every once in a while , prompting a reset",negative
i find the apex ad 2600 to be a great buy,positive
"because of this , i am disappointed and would not recommend this product",negative
