sentence,label
apex has still not responded to my email describing the problem after almost a week and their customer service line is always busy,negative
applications it has lots of applications and they work very well when you eventually find where they are and they finally open,positive
the one other thing i observed while i had the nomad is that the front cover which is taken off to have access to the battery seemed to come undone very easily,negative
great picture quality in automatic mode quality is great,positive
it does not only have difficulty playing jpegs it even has trouble properly playing dvd movies,negative
i purchased two of these beauties,positive
even the slightest of the shakes totally distorts your image,negative
after considering my needs further and researching the marketplace i decided on the s ,positive
i have read the installation instructions for both nis and navy prior to installation but still ended up with the same result junk software,negative
it works great i am usually at the full mbps although every now and then that drops to around mbps only because i am floors below where the router is,positive
the will provide similar service in more developed areas of the states and not as well in more remote areas,negative
you just can t go wrong with this one ,positive
if you do n t have tags it ll lump all of your tracks into the same directory and they can not be searched via artist or album as the zen does not recognize folders,negative
if you strictly use the lcd and not the view finder i highly recommend the camera,positive
canon s g does it consistently,negative
the other controls are all very easy to use,positive
it has a x optical zoom which is average for these cameras,negative
when i turned the phone on the first thing that hit me is how good the screen is,positive
it is perhaps too small,negative
the picture rs are amazing,positive
so far i haven t had so much complaints except that i still haven t mastered how to scandisk when using internet security,negative
i upgraded from an older b router to the linksys wrt g for its improved security and of course speed,positive
i got about loaded up before it told me i was full and at that point i was ready to toss it out the window,negative
i ve been pleased with the picture quality and durability in snow car boat and wind,positive
mine was so bad i had to to use a hammer to free it and this is why i m giving it not stars ,negative
all of this said as it s on it s way back to amazon the one song it did include provided far better sound than the ipod,positive
the only way my pc internet works is if i open the firewall program configuration and manually refresh it,negative
much cheaper than i pod good looking player beautiful blue back lit screen if you ve read about the player some have complained about the lack of a viewing hole for the face when the case is on but this is good because the face does n t get damaged scratched fast transfer rate,positive
since i received the phone i spent countless hours on the phone with customer service reps who promised t zones would work in hours,negative
it has given me zero problems and the more i use it the better i become at taking advantage of its strengths,positive
also as someone who at least knows a little bit about the technical work of taking a photo i really miss having manual controls,negative
nothing has broken on it and it plays all the dvds i have,positive
it is a little cumbersome to scroll through so many levels to get to the selection you want,negative
i ve had this camera just over years and it takes pretty good pictures,positive
my daughter is only months old and we do notice an odor,negative
great design very sleek and touch wheel has still never been successfully copied virtual ones are the only competition and now the wheel clicks taking away a lot of headaches from rd gen and very navigable in the menus,positive
the way you have to shove your fingers under it and pull is just too tight,negative
so far the anti spam feature seems to be very good,positive
if you call apple and tell them your ipod has been damaged they charge you roughly per minute and blame you for abusing your ipod,negative
i would however highly recommend the m v router ,positive
the general button placement is not very user friendly,negative
well i have an ipod mini and i really like it but all in all i like the zen micro more,positive
there is also no voice recording something most if not all mp players have that the ipod doesn t,negative
i just purchased this phone and i think this is the coolest phone i ever had,positive
my gut tells me the nomad will in the long run be at best a gb portable hard drive albeit one on which i can t create folders or at worst a very expensive lesson in companies never to buy products from again i have their audigy sound card and find it in many ways equally frustrating ,negative
friends told me that the diaper genie did not work very well so bought the diaper champ based on on line reviews and i have been happy with it,positive
imagine my disappointment though when the zen micro proved able to play only the mega strongest fm signals in my area,negative
great sound i was very impressed i encode at kbps and the audio quality is great especially with the better headphones,positive
the zen does not have a stop button ,negative
nokia makes a great phone that s clear,positive
at first glance i thought this phone was a little too big for me maybe a little too complicated,negative
this is truly a clydesdale among the industry hp router workhorses,positive
i bought of this model for christmas presents and neither one of them work ,negative
with a quick spin of the dial you can select shutter priority for high speed subjects aperture priority for focal length or full program mode where the camera selects both for ideal photo quality,positive
on occasion i m not able to connect to the phone with isync via bluetooth but i found that rebooting the phone seems to solve this problem,negative
the sound is excellent the battery life is excellent the fact that the battery is replacable is excellent and finally the price cheaper than the gb ipod is excellent,positive
the case hides the display you have to open it to see what you are doing,negative
also multiple picture feature is very very fast,positive
the size is a little bit bigger than the ipod and it weighs a little bit more,negative
its ability to serve as a back up for my music collection is a huge plus,positive
now i know why they are pieces of junk,negative
this is the first phone i know of that has the large bright screen infrared bluetooth usb connector and a speakerphone,positive
i ve searched the program and their online tech support worthless and have found no solutions,negative
anti spam is good,positive
if you are already using a previous version of nortron security and uni stalled it to install the new version you will still have all kind of problems in installing the new version on your system ,negative
the menus are very easy to navigate,positive
battery life is not long enough if and only if you take a lot of video clips and play it back on the camera a lot of times the camera battery gets a little bit warm too when you use it for a long time but it s normal,negative
i d give it stars if possible but since stars would be misleading i give it stars,positive
i replaced it with a router raiser and it works much better,negative
i ve yet to find the limitation for this hitachi my only hitachi tool by the way and quite frankly i don t know that i have the muscle to push this machine any harder,positive
the dvd door would scratch the top of the disc every time it closed,negative
it s very solidly built and has a nice dense feel to it,positive
it is a bit cumbersome and i can t get to the songs i want as quickly,negative
those used to mm cameras will find the g very comfortable and friendly to use,positive
i had much of the same problems that everyone else has listed mainly the slow processor and then i couldn t get the damn thing off my computer completely ,negative
the software is quick easy to use i found the entire process very easily mastered,positive
finally i gave up and i purchased a router racier,negative
the g is loaded with many useful features and unlike many smaller digital cameras it is easy to hold steady when using slower shutter speeds,positive
some more manual control would have been nice,negative
i love this camera ,positive
the diaper genie needs it s own refill bags in order to work and that s just more money that you don t have to spend,negative
also included in the games section is the great music trivia option which tests your skill at being able to quickly place your own songs,positive
it is the first generation of the player and while i still agree that it is a great alternative to the ipod i think there are many others that would be a much better value for your buck,negative
i have transferred in about tracks so far very easy to use both the ipod and itunes,positive
the machine itself seems fine but the software that came with it is awful,negative
sound quality is wonderful i really like the smart volume sound normalization,positive
the battery power discharges rapidly especially on using the web browser,negative
considering the price and specs this might be the best buy out there for a large memory mp player,positive
apple still does it better but needs to come out with a gig mini,negative
this is a wonderful camera,positive
cons difficult to open to change bag twice my bags caught on a sharp edge inside and snagged as i was pulling out leaving dirty diapers all over the floor,negative
creative has put a lot of effort into making this player appeal to those true geeks that search for coolness and functionality in electronic devices,positive
is it necessary to scan my ms money database when i close the program ,negative
the transmission speed is also quite good with pages loading very quickly,positive
sometimes various applications crash,negative
there are computers in my house all getting wireless connection from this router and everybody is happy with it,positive
sure they say if it s their fault you won t get charged but they are the ones who get to decide whether it s their fault,negative
progressive scan player for a relatively low price although the better known manufacturers like toshiba pioneer and panasonic are now offering lower priced progressive scan players as well ,positive
the locations of various buttons on one side or the other is somewhat illogical,negative
i have a canon a and now this sd its amazing how this little camera produces such great pics it even brings out ur pimples on the face,positive
you also need to go in and manually remove many symantec files from the registry,negative
great price for all the features,positive
this makes no sense and sort of defeats the purpose of audio bookmarks,negative
had similar features but that is big in size,positive
this is not an enterprise piece of hardware that you will find in an office or corporate environment,negative
the nokia is a great phone good games good camera,positive
they claim to respond in a hour period yet it s been weeks without a reply,negative
it is easy enough for my grandmother to use,positive
in fact each of my creative mp players had software problem in the first place,negative
took hundreds of pictures and they were great,positive
i hope you have a magnifying glass because the number displayed as well as most of the pop up options are tiny,negative
if your looking for a great sounding mini player you can t go wrong with the zen micro,positive
we can start by losing the shiny miracle material cover that you can literally scratch just by looking at it wrong and thus eliminate the need for third party asking protective covers for an extra thirty bucks,negative
the songs recorded with fm are as good as the original signal,positive
you can t change the battery so i don t know what i m going to do in a year or so,negative
the soft start is a tremendous help for this type of operation,positive
but for now it appears that this player does n t play well with itunes,negative
the first night i got this phone i put it next to me when i went to bed just to listen to my favorite music station and the handset itself doesnt weight anything its too light and feel so comfy with it,positive
very annoying,negative
the nokia is a decent extension of the smart phone line,positive
the only problem is that occasionally the joystick does start to dig into your thumb while gaming,negative
but if you re looking for my opinion of the apex dvd player i love it ,positive
the touchpad is annoying sometimes give me the click wheel and pres sable buttons any day but not at all as difficult to get over as other people are saying,negative
if you ll only read the whole manual you ll find out even more cool features and you ll learn how to manipulate the quality you want to achieve and all those modes will make sense after reading,positive
apparently t mobile is heavily back logged and can t keep up with demands,negative
the fact that you can assign ringtones to people and or groups is really cool,positive
this is ridiculous,negative
i found it very useful for transferring large files to another computer,positive
warning the windows remove program feature does not do a good job of this and neither does norton s own removal program,negative
the focus is great though if you are not taking a macro shot,positive
i did see the review here and other places about a cracked lcd screen,negative
whether you are a novice or an expert its ease of use and functionality goes together,positive
also if you do manage to get it installed any problems with liveupdate or with system works will also affect the functionality and or the process of updating internet security,negative
loved the slim design,positive
creative zen feedback suffers from construction quality poor product support difficulty of using the scroll wheel and reasonably consistent feedback about problems with the headphone jack,negative
it s so small,positive
it took several days of attempts before things finally worked again and i have n t a clue why,negative
the computer interface is good only losing points due to the fact that creative branding is all over the place within it,positive
the nomad zen could use a little sturdier construction like the archos jukeboxes or some kind of shock resistant case,negative
the pc sync feature is superb that comes with nokia pc suite software with data cable or infrared port or bluetooth ,positive
now this router is not the cheapest on the market,negative
i just went on a quick photo shoot in nyc s central park today and what a bunch of beautiful photos i took if i do say so myself and i do ,positive
a larger memory card and extra battery are good things to buy,negative
very simple to use,positive
but my biggest gripe is still the extremely ugly design,negative
it is just a tad small to hold to your ear with your shoulder but that is solved with the very comfortable handsfree ear piece which is included,positive
nice machines but i consider their quality pretty low now,negative
it is crystal clear,positive
i d give it stars if the automatic modes were better and if there were true manual focus and exposure modes,negative
i purchased this over the ipod mini because it had several nice features extra g storage wma support replaceable battery and especially that it wasn t an apple product with their proprietary architecture,positive
after a week i tried to load some more songs and delete a few but the auto load didn t do anything but turn on my player,negative
with all its complicated features the menus are easily accessible and the quality of the features is great,positive
was a bit wary because the software is windows only and i have an mac,negative
i enthusiastically recommend this camera,positive
unfortunately i sold it exactly a month later,negative
i use the router with a in raised panel bit with no problems,positive
the little bag it comes with is cheap and useless,negative
the stand that comes with it is very useful to prop it up on the desk,positive
my ipod freezes occasionally which is especially annoying when you re in the middle of a game of brick,negative
the volume range is great so you can blast it if you want,positive
in noisy environment it s hard to hear from the earpiece,negative
very easy to use for someone like me who s just hopping on the digital camera bandwagon,positive
the problems i had installing norton extended way beyond what symantec should reasonably expect the public to deal with,negative
i was more excited about this player upon opening than i was about the nomad,positive
it would have been much nicer if it had a window so you could see the screen and if the button did n t cover up the ac jack,negative
i still need to read up on some of the security settings etc to fully understand all that s up there but bottom line is that the installation was like night and day compared to the speed boost router,positive
there will be much erasing of text as one would tend to type something instead of the actual letters,negative
the extra gb of hard rive space remove able battery and fm tuner as well as the fact that i was previously a satisfied owner of the nomad ii put it over the top for me,positive
after i had it a couple weeks it got into a state where it could never find the device no matter how often i rebooted my pc reset the device reloaded drivers etc etc creative s online support was no help at all,negative
we wrap them nice and tight we use our regular kitchen trash bags cheap ,positive
i d recommend this is you want to wireless network your laptop but if you want to wirelessly network a couple desktops together you might want to wait until linksys improves their desktop software hardware,negative
i almost always get a good strong signal even in fairly remote areas here in the southwest,positive
however my hard drive did fail and i have not dropped it once,negative
the sound is just fine,positive
when the player was working it was great but,negative
its not a perfect system but its a very good one,positive
the sd has only been in my possession for a little over months and the lcd has been broken twice,negative
the nomad explorer winxp style interface works well to transfer files back and forth to use the nomad as an external although the tech support web site states that the primary intended purpose of the player is as a player,positive
it s not the heaviest around i think porter cable has that distinction but i found its combination of weight and power really too much to allow precise handheld operation,negative
you can even use the ipod to store files from your pc and export your outlook files to it,positive
not very ergonomically you ll find even for a point and shoot lens ,negative
this is a very light phone a little less than oz with long battery life not as long as the new polymer technology ,positive
kind of bulky and the wheel is awkward but i can deal with that,negative
its fast forward and rewind work much more smoothly and consistently than those of other models i ve had,positive
however symantec has taken a significant turn for the worse with this release,negative
sound quality is great fm tuner is fine as is the recorder,positive
good though and the zen does have a few drawbacks,negative
small but very clear tft screen,positive
the only thing i did experience was a problem of the player freezing while playing which i was able to clear by opening it up and blowing it out with canned air,negative
the best megapixel x optical zoom camera available and fairly easy to use,positive
too difficult to change genre album track information for large number of tracks,negative
once you set it up it s great,positive
that s when it went from oder less to odorous ,negative
whether you re taking a brisk jog waiting for a bus or just having lunch at the park you ll be glad you had the fm radio,positive
the dvd player does not work properly,negative
whether you are using disposable or cloth diapers this is the truly the only diaper pail to get ,positive
software downloads on the site crashed my pc,negative
they were easy to setup with plenty of power to hog through anything i have encountered,positive
although i find it more convenient to use touch dialing this phone does not have voice dialing,negative
when i saw a high gain low price antenna was available to the wrt g router i thought i d happily give up some practically unattainable anyway since you ve got to be in spitting distance from the router speed in favor of wider coverage,positive
who wants to pay to discuss a defect in a product that just cost i also bought the back up cd ,negative
it has raised the bar owing to number of features it offers and the absolute ease of use delight,positive
overall a very disappointing product,negative
we take this camera with us everywhere and are constantly amazed at the quality of the pictures that we get and the number of different ways the camera allows for pictures to be taken,positive
norton has been on a downhill slid recently with their products but with this one they have fallen off the cliff,negative
just a little overview powershot g is the flagship of canon s powershot series and its an slr like camera its megapixel and almost full manual control gives the pictures a touch of brilliance,positive
got way too many blurry pictures,negative
at any rate if you have been interested in digital photography but the price and confusion have held you back consider the canon s digital elph,positive
norton online support does not even acknowledge this problem nor does the computer company that preloaded it on our new computer,negative
the height is a more convenient reach than others where you have to hunch over,positive
you need the software to actually transfer files,negative
the ones i ve kept porter cables dew alts bosch and this hitachi have proven their worth over the years however when i need a real workhorse i grab this router,positive
creative labs customer support website is useless,negative
i own this phone for about months now i have used the following features bluetooth connection to laptop and desktop for sync contacts and calendars with outlook transfer files movies songs i have many movies on it now with a mb memory card that it takes,positive
typically the problem is the headphone jack it was for me and many others,negative
touch ups redeye and so on are very easy to alter and correct,positive
maybe this new design is more durable than the last but i kind of doubt it,negative
because this camera is beautiful,positive
i have sent my ad back to apex because it wo n t play certain disney and other dvd movies no disc message ,negative
they take excellent macro shots as well,positive
some adjustments in the settings could help make it better,negative
the battery is removable,positive
norton support is completely pathetic,negative
it has everything i needed bluetooth infrared support for mmc camera and a good operating system with lots of supporting software,positive
what the hell is wrong with this thing,negative
utility its got a huge list of features including an fm recorder a calender and contacts list,positive
and other else the camera is still vga,negative
t mobile was a pretty good server,positive
the player itself has all sorts of problems,negative
sound quality excellent everything you would expect from this company,positive
i tried to call norton and the only numbers they list on their sites are either for non tech customer service tried this one and hung up after minute of muzak or they have a tech support number,negative
you actually can talk to a real person for support in under an hour ,positive
it is not a perfect product but it does have a lot going for it,negative
the software interface supplied was very easy to use but i went ahead and got red chair s notmad software because of some advanced features i wanted,positive
the on off button feels somewhat flimsy and has an awkward tiny little lock out button that needs to be depressed to turn on the camera,negative
absolutely no problems with this router,positive
if it weren t so big i would probably by another since no shop is complete without a handful of routers,negative
the unit is easy to use and intuitive,positive
the setup process for the nomad is infuriating and the interface with the player is sub par,negative
i bought this slick phone and i am very happy with it,positive
the eq is awful and even at top volumes the bass is flat sounding,negative
i have only had this camera for one full day and i have to say that it is wonderful,positive
i would imagine this is a problem with any camera of a compact nature,negative
it fits into a hand well it has a removable battery this is important great sound quality fm stereo recorder smooth ui and a feature that most uni pods lack char ,positive
if you think you are saving getting the hitachi you are right and you are also getting a router worth less than a makita,negative
huge storage space even at kbs you can store a ton of songs on this thing,positive
also the fit and finish could be better although this doesn t detract from performance,negative
looks and shape i have a black one and the first time i charged it and switched it on jeez the blue light looked so cool,positive
navigation is a bit tricky and takes getting used to but the included pdf instructions cover the operation pretty well,negative
before you run out and buy an ipod understand something there are reasons the zen is worth encountering this kind of hassle principally excellent for mp sound quality,positive
i also put a bend in the wrench so i can remove and install bits from the top of the table,negative
it definitely keeps the smell out,positive
also much less stinky,negative
play java games on it,positive
but those come up every time,negative
the sound quality is excellent except maybe a tad too quiet at times when there are quieter talkers on the other end of the line,positive
also the earbuds that came with it sound great but are uncomfortable although my wife didn t have a problem so i bought a pair of over the ear headphones,negative
the canon computer software used to download sort upload and manage your digital pictures on the computer is very nice and very easy to use,positive
it does not have an auto focus assist light which is nice for taking shots in low light situations it allows the camera to focus in low light,negative
and the firewall came with a wizard which made it effortless to configure it to my lan,positive
in fact it caused my system to hang more times than not so i uninstalled it and stuck with mediasource ,negative
sound quality was the same between the two but the zen did have more sound adjustments with the normal eax features,positive
pictures taken in an indoor setting are a little dull and rarely hazy if you tend to take photographs from a distance,negative
am i ever glad that i decided on this camera ,positive
quite simply the firmware and or the os that control this thing is not ready for prime time,negative
by cocking the shutter to the halfway position and getting the settings ready to shoot i was able to produce excellent stop action photos contrary to what other reviewers experienced,positive
it would just spin up and stop and display no disc,negative
just want a wireless router for home or your very small business you can just get a wrt g from here and configure it,positive
the only thing i don t like is the small size meg memory card that comes with it,negative
excelent software package,positive
no in box accessories an arm strap belt strap case or anything would be nice but nope moveable parts this makes me almost want to keep my rd gen over a th with moveable parts its easy to damage an ipod at a gym so this is for more casual listeners note the ipod mini doesn t have moveable parts and is made of titanium,negative
as for itunes i don t find it to be as good as the windows media player as a computer mp player but it is good enough,positive
f it doesnt look pretty spending this kind of cash you want something that has the aesthetics bit down of course,negative
we just recently had to buy another roll of bags so for a year of bags can t beat that ,positive
after using it for just a month i could not play any dvd,negative
i love this product ,positive
one other issue is that the headphone jack is unique to nokia so standard headphones will not work,negative
i ve had this beauty for nearly months now and i truely love it,positive
the front door is miss aligned on my unit and you have to manually life it up just so slightly for the door to close a very annoying thing after ah wile,negative
i use this with a home theater system and it s amazing how it sounds the picture clarity is unmatched ,positive
it only read the dvds of the time otherwise i would get a no disc screen,negative
get great themes and wallpapers for this phone and many many polyphonic rings,positive
tech support from apex is literally nonexistent,negative
the optical and digital zooms combine to give an effective x zoom,positive
one downside though is that autofocus does not work well when battery is low,negative
we have been using our diaper champ for almost months now and we are very happy with it,positive
my last simpler nokia started right up and was immediately ready for use,negative
in the hands of someone who does n t it will yield good results on idiot program auto mode,positive
even when i set it to low it s still very hard for me to adjust the player to where and what i want it to do,negative
i also love that you can flip the device with one hand,positive
the last problem i found with this camera was the macro function,negative
equipment included is average but that is n t a big deal since thats not what you are buying it for,positive
after less than hours it turned out to be a huge disappointment for myself and for my parents for whom it was a gift,negative
handset quality is great as is the speakerphone quality and the headset audio quality,positive
the second lasted about two weeks before the video went out ,negative
nokia does not disappoint in this model,positive
i send my camera to nikon for servicing took them a whole weeks to diagnose the problem,negative
i use the scented bags and even if i don t no smell ,positive
it played only one out of three dvd s without problems the other two being afflicted by a number of glitches,negative
i felt better with this one since it had the shuffle feature and i m not too keen on www ipod s dirty secret com,positive
the scroll button is n t the best as it sometimes can be hard to select,negative
for a price that s still less than even the lowest level ipod i was able to get this gb monster and the best part is it works as great as it was advertised to and then some,positive
have tried to contact apex via e mail customerservice apexdigital com but the e mail address is not valid,negative
it s a great looking easy to use device but it s the sound quality which is truly amazing far better than my sony mini disc player,positive
however it needs to be quite quiet for it to work at all dosn t work at all in the car for example,negative
as i mentioned in my first paragraph it supports wpa security which is far superior to wep,positive
after reading reviews of lcd problems cracked black blobs etc i figured that it was probably a very limited problem,negative
it works well with my vip adapter which is also a linksys,positive
its steel backing picks up fingerprints and scratches easily not great from a cosmetic standpoint,negative
overall it is a great value,positive
i was unable achieve a sound quality on par with my simple portable cd player with bass boost,negative
for instance i made several back ups of my dvd movies using dvd r w and r w and it plays the dvds,positive
what the g raw image software gives you is a fantasy world designed to please the uncritical,negative
the zen plays mp wma and wave formats which makes it more versatile than the ipod,positive
the remote is a little hard to understand,negative
one cabinet shop has been using one regularly in a router table for years without a problem,positive
unfortunately i was wrong,negative
this is my first digital camera and i can say that i am quite impressed with the features that it has,positive
the included memory card is too small,negative
the sound quality is fantastic cd quality and it is really great to carry this around instead of stacks of cd s or tapes ,positive
and the remote is cheap and ch easy not sure how long it ll last but for bucks what the heck ,negative
compared to musicmatch the software has a better filing system and easier to use,positive
they will not respond to my emails promised turnaround time is hours and the phone line is constantly busy,negative
as opposed to the nomad ii or any other flash based player the songs load extremely fast about one or two seconds per song,positive
it constantly drops the internet connection and simple things like walls in our house block the link so everything is very slow,negative
slr like programming and exposure control gives you latitude to be creative yet its program and auto exposure settings provide excellent photos if you do n t want to bother with the settings,positive
b the lens cover is surely loose i already accidently finger printed the len a few times and au lens ti gt and cause potential damage,negative
now that i have all my music on it there has n t been any more problems,positive
although i disabled norton antispam it is still there,negative
the menus are easy to navigate and the buttons are easy to use,positive
i couldn t get the install wizard to work,negative
the battery on mine lasts days if i don t play games that much and it only takes mins to charge from flat,positive
however configuration of my system and actual setup of the router for wireless use took me more than hours and briefly made me reconsider my choice to for ego the airport and its notoriously easy setup,negative
i particularly like the txt file which records all the control information for all the pictures you take,positive
however i suspect that many people are having a bad experience do not purchase this product,negative
the apex has been a steady performer for me,positive
all i have to say is that i did freeze on me once but it has n t done it since,negative
i got the diaper champ because of the great reviews as well as the fact that you can use regular garbage bags,positive
it sounds decent but i would estimate you get maybe of the quality that you would from a true line out jack,negative
the software included is an easy installation and you have the option of using the creative software windows media player or simply windows explorer to move music back and forth between your zen touch,positive
my only significant complaint is sound quality,negative
in conclusion i gave the ipod a because anything this expensive should would work just about flawlessly,positive
i purchased a jukebox it got fried while being recharged they asked for usd just to look at it and said that they would charge me for reaping the damned thing,negative
the sound quality is excellent accessing the music is easy and the controls are generally well thought out,positive
but not good enough for me,negative
otherwise i am extremely please with the creative zen micro gb mp player,positive
the headphones which came with it are mediocre at best but what can you expect from a set of ear buds,negative
great camera and for the price you can t beat it,positive
well my second one is now beginning to hi cup a bit after about years,negative
picture quality in outdoor settings is indistinguishable from mm,positive
i thought given all the reviews about this camera that i would buy it in spite of being a bit pricey,negative
other than that the simian series os is great and offers lots of proprietary software that will work on your phone if you re willing to hunt for it,positive
i have to move pictures off of it every day so i have room for more pictures the next and i don t have enough money to buy the meg card that i ve had my eye on for a while,negative
i highly recommend this phone to anyone,positive
still that s enough time that i m still satisfied if a bit grouchy with creative s over hyped promises,negative
huge storage space i loaded my entire collection of music which isnt that much songs and still have gb out of the provided to you,positive
the lens is visible in the viewfinder when the lens is set to the wide angle but since i use the lcd most of the time this is not really much of a bother to me,negative
the eax settings are somewhat superfluous but not really a negative,positive
this player is not worth any price and i recommend that you do n t purchase it,negative
the interface has a sassier flair and the blue lit trimming is an added bonus,positive
we bought this about months ago and it s been worthless,negative
mp x optical zoom takes absolutely beautiful photos with detail that challenges all of the above mp cameras easy to understand and use has a great swivel lcd screen a lot of features and add on options comes with great software not to be overlooked and last but by far not least received my fiance s stamp of approval two thumbs up ,positive
it does not work automatically like a hard drive when you connect it to your computer like some players,negative
i ve printed several photos and the prints look as good as the screen views,positive
if you are new to the market and looking to buy a symantec software product save yourself some money and buy the version,negative
battery life is ok,positive
putting the micro into your pocket could trigger just about anything unless the hold feature is improved it asks if you want to unholy for every button up press second i m worried about the durability of the player,negative
and so far have not had any problems with dvds not being able to play,positive
it s important that people know the following first the interface is slow,negative
minimal pause between songs less than that on other devices good achievement for a hard drive based player,positive
now the bad as usual battery power not sufficient for daily usu age,negative
with the ipod you can also store documents and contact files from programs such as microsoft outlook when it s connected to your pc as an external hard drive,positive
well flash photos are never great and there was still a lot of noise,negative
they are extremely convent and you don t have to buy them seperately has i tunes which provides quality music at low prices,positive
where close to hours but at least it is replaceable and they included a second one free ,negative
having done all this i was quite pleased to see that all corners i needed were decently covered by the signal,positive
but sometimes if the champ is too full the flip handle won t function,negative
i find all of the controls well placed and not flimsy in the least,positive
the included headphones suck so get your own,negative
navigation is easy and i found that syncing files from the player to the computer and vice verse was easy too,positive
as with most headphones that come with any type of music player i recommend throwing these into the nearest river unless you like having hard round pieces of plastic in your ears,negative
the color and light i captured with this camera on a day trip to turkey gorgeous vividly colored ceramic tiles inside darkened mosques were far superior to anything i ve ever gotten with a traditional mm film camera,positive
the vibration is not top,negative
but at the same time it takes wonderful pictures very easily in auto mode so that even an average joe like me can use it ,positive
i still like it a lot and am not changing it for another but it is sort of stinky,negative
it is no more heavy than any other powerful router and not as bad as some porter cable models i tried,positive
this program would not let me send outlook email or listen to audible sample books online,negative
otherwise it takes very good pictures shutter delay is n t so bad either,positive
just the home version of norton internet av has too many glitches and problems to even remotely bother with,negative
the pictures are tack sharp colors are vivid and at mega pixels the quality is plenty high to manipulate and crop images to your hearts desire,positive
so right out of the box i had issue,negative
after a lengthy and extensive journey for a feature loaded high performance travel size camera i initially gravitated to this little gem because of the superior picture quality mega pixel,positive
also for some reason the picture looks washed out on s video with lots of color bleeding compared to a component connection should not be much of a perceptible difference on a tv ,negative
way less expensive than the ipod,positive
then when i went to norton s website to obtain a priority id number per the instructions i had been given i couldn t find a way to get one,negative
its compact and has rounded edges,positive
i could hardly use it without a recharge in days ,negative
i was surprised to find that not only could this dvd player play mpeg format which allowed me to stack movies on a dvd but it also was able to play vb files which i created with smart ripper,positive
after installation the very first time i booted up the creative mediasource organizer intending to use its cd burning and ripping functions it totally shorted out,negative
when it came down to it the price on this player is hard to beat,positive
once again it won t reinstall even with online and email assistance from symantect technicians,negative
some features that the zen micro has that sold me on my purchase include a g hard drive actually an sd flash card drive very large and much more than actually needed the ability to sync with microsoft outlook s calendar the long battery life of about to hours i can change the battery myself for about to buy vs,positive
even on the low sensitive level a slight touch can skip or pause the track,negative
that s it for now what are you doing still reading this click the add to cart button already ,positive
this is only a problem at night during the day the screen is very easy to see,negative
hate to wait between shots,positive
software music match jukebox is n t the greatest the search function is n t fast even when accessing it with the hot key shortcut,negative
it is currently permanently mounted years now in my router table and will most likely stay there until its shot,positive
two the single wrench just doesn t work well,negative
don t worry this player rocks,positive
quite bulky it s about the same size as my minolta vectors s aps slr and uses a heavy battery although not very solid as it is contracted mostly of plastic unlike canon s elph line ,negative
it works better and has more useful features than nis ,positive
though nearly a dozen different people at both t mobile and nokia have told me otherwise it is simply not possible to use this phone as a bluetooth modem for the vast majority of pdas and many other devices,negative
i didnt get ipod because i dont especially like itunes no music i want but thats just me and the creative product was cheaper and i needed to be able to use wma files,positive
as a computer or pda its weak since the screen while large by phone standards is still tiny to really do anything on,negative
comments overall this is still a great value but is kind of overrated in the sense that there are beater deals on the market,positive
some people have commented about the size and weight of the phone and it has rightfully gotten the nick name the bar of soap which it really is,negative
i like the automatic key lock function,positive
also the carrying case that came with mine covers up the display so even though the side controls are reachable i have to open it up to see the display,negative
but overall this is a good camera with a really good picture clarity an exceptional close up shooting capability,positive
phone is awfully slow,negative
what an upgrade ,positive
finally after about a week s use the screen started to freeze on me,negative
the speaker phone is very functional and i use it in the car very audible even with freeway noise,positive
i thought it was just the player but then i started checking the discs to find that the apex is actually ruining my media,negative
it has great incredibility,positive
i originally gave this camera stars when i had windows it was wonderful but i got a new computer last november with xp the usb software is soho not compatible with xp,negative
the moveable lcd screen is great,positive
the colors on the screen are not as crisp as i d have liked them to be,negative
the optical zoom works great and the x digital zoom is a very nice addition although pictures at the highest digital zoom are a little blurry,positive
